order_id,customer_id,amount,payment_method,order_status,customer_account_age_days,previous_cod_orders,previous_cod_refusals,previous_successful_deliveries,pincode,pincode_risk_group,pincode_rto_rate,product_category,is_first_order,created_at,rto_outcome
ORD-0042-0005169,CUST-0002464,1115.91,COD,DELIVERED,9,0,0,0,110001,LOW,0.0818,grocery,True,2026-01-26T02:56:00+00:00,DELIVERED
ORD-0042-0005170,CUST-0002158,1235.22,COD,DELIVERED,983,5,1,4,110187,LOW,0.1486,grocery,False,2026-01-26T03:03:00+00:00,DELIVERED
ORD-0042-0005171,CUST-0001490,1853.98,COD,RTO,1066,11,0,5,110039,LOW,0.1542,beauty,False,2026-01-26T03:10:00+00:00,RTO
ORD-0042-0005172,CUST-0001079,1342.90,COD,DELIVERED,993,16,0,13,110136,HIGH,0.4202,apparel,False,2026-01-26T03:17:00+00:00,DELIVERED
ORD-0042-0005173,CUST-0000971,1702.91,COD,DELIVERED,759,19,0,18,110236,LOW,0.1550,apparel,False,2026-01-26T03:24:00+00:00,DELIVERED
ORD-0042-0005174,CUST-0000855,2804.62,PREPAID,DELIVERED,23,0,0,0,110083,MEDIUM,0.1892,footwear,True,2026-01-26T03:31:00+00:00,DELIVERED
ORD-0042-0005175,CUST-0001549,1514.87,COD,DELIVERED,1389,16,0,16,110072,LOW,0.1217,apparel,False,2026-01-26T03:38:00+00:00,DELIVERED
ORD-0042-0005176,CUST-0003254,2388.20,PREPAID,RTO,991,8,0,3,110208,HIGH,0.4468,footwear,False,2026-01-26T03:45:00+00:00,RTO
ORD-0042-0005177,CUST-0001467,1935.76,COD,DELIVERED,14,0,0,0,110170,HIGH,0.3286,beauty,True,2026-01-26T03:52:00+00:00,DELIVERED
ORD-0042-0005178,CUST-0001637,1690.63,COD,DELIVERED,39,2,0,1,110182,LOW,0.0936,home,False,2026-01-26T03:59:00+00:00,DELIVERED
ORD-0042-0005179,CUST-0003021,2652.51,COD,DELIVERED,27,0,0,0,110121,LOW,0.1523,electronics,True,2026-01-26T04:06:00+00:00,DELIVERED
ORD-0042-0005180,CUST-0000232,2366.17,COD,DELIVERED,16,0,0,0,110121,LOW,0.1523,jewellery,True,2026-01-26T04:13:00+00:00,DELIVERED
ORD-0042-0005181,CUST-0001405,2669.59,PREPAID,RTO,108,8,2,7,110112,MEDIUM,0.2390,beauty,False,2026-01-26T04:20:00+00:00,RTO
ORD-0042-0005182,CUST-0000483,1947.74,COD,RTO,631,7,0,5,110002,LOW,0.1371,apparel,False,2026-01-26T04:27:00+00:00,RTO
ORD-0042-0005183,CUST-0001675,1417.95,PREPAID,DELIVERED,0,0,0,0,110142,HIGH,0.3880,grocery,True,2026-01-26T04:34:00+00:00,DELIVERED
ORD-0042-0005184,CUST-0001439,4067.03,COD,RTO,867,9,0,7,110067,HIGH,0.3305,home,False,2026-01-26T04:41:00+00:00,RTO
ORD-0042-0005185,CUST-0002088,1160.82,COD,DELIVERED,309,5,0,4,110083,MEDIUM,0.1892,home,False,2026-01-26T04:48:00+00:00,DELIVERED
ORD-0042-0005186,CUST-0002868,808.54,COD,RTO,434,12,1,12,110078,HIGH,0.3974,grocery,False,2026-01-26T04:55:00+00:00,RTO
ORD-0042-0005187,CUST-0000916,700.99,PREPAID,DELIVERED,1174,21,1,16,110229,MEDIUM,0.2808,home,False,2026-01-26T05:02:00+00:00,DELIVERED
ORD-0042-0005188,CUST-0002698,2011.51,COD,DELIVERED,1512,8,0,3,110215,MEDIUM,0.2698,apparel,False,2026-01-26T05:09:00+00:00,DELIVERED
ORD-0042-0005189,CUST-0001724,1294.41,COD,DELIVERED,5,0,0,0,110116,LOW,0.1597,footwear,True,2026-01-26T05:16:00+00:00,DELIVERED
ORD-0042-0005190,CUST-0002964,1313.50,COD,DELIVERED,488,7,0,3,110023,HIGH,0.3958,beauty,False,2026-01-26T05:23:00+00:00,DELIVERED
ORD-0042-0005191,CUST-0002702,2080.39,COD,DELIVERED,1194,11,1,9,110092,LOW,0.0917,apparel,False,2026-01-26T05:30:00+00:00,DELIVERED
ORD-0042-0005192,CUST-0003265,2044.25,PREPAID,DELIVERED,582,0,0,0,110143,LOW,0.0952,electronics,False,2026-01-26T05:37:00+00:00,DELIVERED
ORD-0042-0005193,CUST-0002417,566.05,COD,DELIVERED,1206,13,0,13,110122,HIGH,0.4442,home,False,2026-01-26T05:44:00+00:00,DELIVERED
ORD-0042-0005194,CUST-0001989,1157.34,COD,DELIVERED,638,18,0,18,110188,HIGH,0.3164,electronics,False,2026-01-26T05:51:00+00:00,DELIVERED
ORD-0042-0005195,CUST-0002316,1898.78,PREPAID,DELIVERED,21,0,0,0,110048,MEDIUM,0.1977,footwear,True,2026-01-26T05:58:00+00:00,DELIVERED
ORD-0042-0005196,CUST-0002167,3175.31,PREPAID,DELIVERED,2,0,0,0,110144,MEDIUM,0.2659,jewellery,True,2026-01-26T06:05:00+00:00,DELIVERED
ORD-0042-0005197,CUST-0000281,3127.37,COD,DELIVERED,10,0,0,0,110132,LOW,0.1345,electronics,True,2026-01-26T06:12:00+00:00,DELIVERED
ORD-0042-0005198,CUST-0002569,995.21,COD,RTO,22,0,0,0,110078,HIGH,0.3974,footwear,True,2026-01-26T06:19:00+00:00,RTO
ORD-0042-0005199,CUST-0002647,1774.18,COD,DELIVERED,1540,8,0,6,110063,MEDIUM,0.2574,beauty,False,2026-01-26T06:26:00+00:00,DELIVERED
ORD-0042-0005200,CUST-0000122,1986.60,PREPAID,DELIVERED,1135,8,1,2,110135,LOW,0.1539,beauty,False,2026-01-26T06:33:00+00:00,DELIVERED
ORD-0042-0005201,CUST-0002678,531.37,COD,DELIVERED,1438,16,0,14,110208,HIGH,0.4468,footwear,False,2026-01-26T06:40:00+00:00,DELIVERED
ORD-0042-0005202,CUST-0000708,5060.47,COD,DELIVERED,12,0,0,0,110087,LOW,0.1483,apparel,True,2026-01-26T06:47:00+00:00,DELIVERED
ORD-0042-0005203,CUST-0001241,3120.53,PREPAID,DELIVERED,474,8,0,4,110199,LOW,0.1538,beauty,False,2026-01-26T06:54:00+00:00,DELIVERED
ORD-0042-0005204,CUST-0002334,1286.89,PREPAID,DELIVERED,1452,16,0,11,110192,LOW,0.1073,apparel,False,2026-01-26T07:01:00+00:00,DELIVERED
ORD-0042-0005205,CUST-0002487,385.53,COD,RTO,32,0,0,0,110032,LOW,0.1097,home,True,2026-01-26T07:08:00+00:00,RTO
ORD-0042-0005206,CUST-0002268,819.20,COD,DELIVERED,1123,22,0,16,110062,HIGH,0.4057,footwear,False,2026-01-26T07:15:00+00:00,DELIVERED
ORD-0042-0005207,CUST-0000523,4675.24,PREPAID,DELIVERED,10,0,0,0,110085,MEDIUM,0.1997,footwear,True,2026-01-26T07:22:00+00:00,DELIVERED
ORD-0042-0005208,CUST-0000169,1157.26,PREPAID,RTO,1021,14,0,8,110207,LOW,0.1570,apparel,False,2026-01-26T07:29:00+00:00,RTO
ORD-0042-0005209,CUST-0002815,2885.84,PREPAID,DELIVERED,451,9,0,9,110095,MEDIUM,0.1802,grocery,False,2026-01-26T07:36:00+00:00,DELIVERED
ORD-0042-0005210,CUST-0002078,1534.44,COD,DELIVERED,1343,5,0,5,110022,LOW,0.1508,grocery,False,2026-01-26T07:43:00+00:00,DELIVERED
ORD-0042-0005211,CUST-0002933,2176.50,PREPAID,DELIVERED,132,9,0,3,110154,LOW,0.1173,apparel,False,2026-01-26T07:50:00+00:00,DELIVERED
ORD-0042-0005212,CUST-0001831,2378.04,PREPAID,RTO,1407,9,2,9,110107,LOW,0.0822,apparel,False,2026-01-26T07:57:00+00:00,RTO
ORD-0042-0005213,CUST-0000639,1438.74,PREPAID,DELIVERED,846,14,1,9,110009,LOW,0.0881,grocery,False,2026-01-26T08:04:00+00:00,DELIVERED
ORD-0042-0005214,CUST-0000415,3973.57,COD,RTO,525,6,1,2,110130,MEDIUM,0.2378,apparel,False,2026-01-26T08:11:00+00:00,RTO
ORD-0042-0005215,CUST-0001402,3072.86,PREPAID,DELIVERED,792,10,0,4,110228,MEDIUM,0.2689,jewellery,False,2026-01-26T08:18:00+00:00,DELIVERED
ORD-0042-0005216,CUST-0000037,1029.52,COD,RTO,28,0,0,0,110068,MEDIUM,0.2789,apparel,True,2026-01-26T08:25:00+00:00,RTO
ORD-0042-0005217,CUST-0001397,2610.11,COD,DELIVERED,766,4,0,2,110176,LOW,0.1122,footwear,False,2026-01-26T08:32:00+00:00,DELIVERED
ORD-0042-0005218,CUST-0003174,714.64,COD,DELIVERED,332,8,0,4,110000,HIGH,0.4399,apparel,False,2026-01-26T08:39:00+00:00,DELIVERED
ORD-0042-0005219,CUST-0000369,2046.46,PREPAID,DELIVERED,680,17,1,14,110171,HIGH,0.4173,electronics,False,2026-01-26T08:46:00+00:00,DELIVERED
ORD-0042-0005220,CUST-0002640,665.54,PREPAID,DELIVERED,28,0,0,0,110009,LOW,0.0881,jewellery,True,2026-01-26T08:53:00+00:00,DELIVERED
ORD-0042-0005221,CUST-0000649,501.49,COD,DELIVERED,1350,13,4,11,110212,HIGH,0.3670,apparel,False,2026-01-26T09:00:00+00:00,DELIVERED
ORD-0042-0005222,CUST-0000120,528.73,COD,RTO,33,0,0,0,110162,HIGH,0.3604,electronics,True,2026-01-26T09:07:00+00:00,RTO
ORD-0042-0005223,CUST-0001985,2818.05,COD,RTO,1216,10,0,7,110138,HIGH,0.3491,electronics,False,2026-01-26T09:14:00+00:00,RTO
ORD-0042-0005224,CUST-0003020,617.54,COD,DELIVERED,282,13,0,10,110093,LOW,0.0843,apparel,False,2026-01-26T09:21:00+00:00,DELIVERED
ORD-0042-0005225,CUST-0001025,611.46,COD,DELIVERED,73,8,0,4,110225,LOW,0.0925,electronics,False,2026-01-26T09:28:00+00:00,DELIVERED
ORD-0042-0005226,CUST-0000468,1033.10,COD,RTO,18,0,0,0,110101,LOW,0.1438,beauty,True,2026-01-26T09:35:00+00:00,RTO
ORD-0042-0005227,CUST-0001328,669.08,COD,DELIVERED,364,18,1,13,110002,LOW,0.1371,apparel,False,2026-01-26T09:42:00+00:00,DELIVERED
ORD-0042-0005228,CUST-0001955,2841.65,COD,DELIVERED,12,0,0,0,110105,LOW,0.1068,apparel,True,2026-01-26T09:49:00+00:00,DELIVERED
ORD-0042-0005229,CUST-0003078,1069.49,PREPAID,DELIVERED,252,12,0,10,110045,HIGH,0.3911,grocery,False,2026-01-26T09:56:00+00:00,DELIVERED
ORD-0042-0005230,CUST-0002033,1273.15,PREPAID,DELIVERED,1113,6,1,0,110082,HIGH,0.4150,beauty,False,2026-01-26T10:03:00+00:00,DELIVERED
ORD-0042-0005231,CUST-0001631,1431.96,PREPAID,DELIVERED,55,7,2,3,110043,LOW,0.1532,apparel,False,2026-01-26T10:10:00+00:00,DELIVERED
ORD-0042-0005232,CUST-0001330,458.79,COD,DELIVERED,2,0,0,0,110127,HIGH,0.3558,apparel,True,2026-01-26T10:17:00+00:00,DELIVERED
ORD-0042-0005233,CUST-0002139,1003.15,COD,DELIVERED,1007,17,0,17,110125,HIGH,0.3785,home,False,2026-01-26T10:24:00+00:00,DELIVERED
ORD-0042-0005234,CUST-0001161,2153.90,COD,DELIVERED,31,0,0,0,110114,LOW,0.0931,home,True,2026-01-26T10:31:00+00:00,DELIVERED
ORD-0042-0005235,CUST-0002786,1576.03,COD,RTO,742,1,1,0,110130,MEDIUM,0.2378,footwear,False,2026-01-26T10:38:00+00:00,RTO
ORD-0042-0005236,CUST-0001058,1842.40,COD,RTO,1175,9,1,3,110173,LOW,0.1191,footwear,False,2026-01-26T10:45:00+00:00,RTO
ORD-0042-0005237,CUST-0002151,1017.37,PREPAID,RTO,32,0,0,0,110177,MEDIUM,0.2900,apparel,True,2026-01-26T10:52:00+00:00,RTO
ORD-0042-0005238,CUST-0000749,1465.48,COD,DELIVERED,140,0,0,0,110134,MEDIUM,0.2712,apparel,False,2026-01-26T10:59:00+00:00,DELIVERED
ORD-0042-0005239,CUST-0000275,1395.01,COD,DELIVERED,493,17,0,16,110081,LOW,0.1540,apparel,False,2026-01-26T11:06:00+00:00,DELIVERED
ORD-0042-0005240,CUST-0002685,575.07,COD,DELIVERED,742,21,0,15,110122,HIGH,0.4442,home,False,2026-01-26T11:13:00+00:00,DELIVERED
ORD-0042-0005241,CUST-0000851,1283.76,PREPAID,DELIVERED,471,18,2,12,110185,MEDIUM,0.1968,footwear,False,2026-01-26T11:20:00+00:00,DELIVERED
ORD-0042-0005242,CUST-0002247,1827.98,COD,DELIVERED,171,9,0,6,110002,LOW,0.1371,jewellery,False,2026-01-26T11:27:00+00:00,DELIVERED
ORD-0042-0005243,CUST-0002534,2668.07,PREPAID,DELIVERED,1426,19,0,15,110231,LOW,0.1271,beauty,False,2026-01-26T11:34:00+00:00,DELIVERED
ORD-0042-0005244,CUST-0002062,1383.01,PREPAID,RTO,8,0,0,0,110180,MEDIUM,0.2027,apparel,True,2026-01-26T11:41:00+00:00,RTO
ORD-0042-0005245,CUST-0000707,1488.11,PREPAID,DELIVERED,611,15,3,15,110211,HIGH,0.3376,electronics,False,2026-01-26T11:48:00+00:00,DELIVERED
ORD-0042-0005246,CUST-0002639,2355.33,COD,DELIVERED,1425,17,1,11,110225,LOW,0.0925,electronics,False,2026-01-26T11:55:00+00:00,DELIVERED
ORD-0042-0005247,CUST-0002315,1928.90,PREPAID,DELIVERED,511,5,2,0,110134,MEDIUM,0.2712,beauty,False,2026-01-26T12:02:00+00:00,DELIVERED
ORD-0042-0005248,CUST-0000875,4668.04,COD,DELIVERED,909,16,0,12,110072,LOW,0.1217,beauty,False,2026-01-26T12:09:00+00:00,DELIVERED
ORD-0042-0005249,CUST-0001829,1419.91,PREPAID,DELIVERED,714,2,0,1,110070,LOW,0.1179,grocery,False,2026-01-26T12:16:00+00:00,DELIVERED
ORD-0042-0005250,CUST-0002796,1771.60,PREPAID,DELIVERED,32,0,0,0,110025,MEDIUM,0.2516,apparel,True,2026-01-26T12:23:00+00:00,DELIVERED
ORD-0042-0005251,CUST-0000204,3961.45,COD,DELIVERED,1,0,0,0,110057,HIGH,0.3222,home,True,2026-01-26T12:30:00+00:00,DELIVERED
ORD-0042-0005252,CUST-0000543,1370.49,COD,DELIVERED,774,21,0,17,110019,MEDIUM,0.1972,grocery,False,2026-01-26T12:37:00+00:00,DELIVERED
ORD-0042-0005253,CUST-0001526,1262.84,COD,RTO,26,0,0,0,110062,HIGH,0.4057,beauty,True,2026-01-26T12:44:00+00:00,RTO
ORD-0042-0005254,CUST-0001509,4192.44,COD,DELIVERED,22,0,0,0,110046,LOW,0.1454,home,True,2026-01-26T12:51:00+00:00,DELIVERED
ORD-0042-0005255,CUST-0001157,972.83,PREPAID,DELIVERED,763,4,0,2,110040,MEDIUM,0.2131,home,False,2026-01-26T12:58:00+00:00,DELIVERED
ORD-0042-0005256,CUST-0001314,856.25,COD,DELIVERED,1096,11,1,9,110004,LOW,0.1103,footwear,False,2026-01-26T13:05:00+00:00,DELIVERED
ORD-0042-0005257,CUST-0003206,2560.67,COD,DELIVERED,937,12,1,12,110116,LOW,0.1597,footwear,False,2026-01-26T13:12:00+00:00,DELIVERED
ORD-0042-0005258,CUST-0000896,2358.82,COD,DELIVERED,1558,14,1,13,110031,MEDIUM,0.2336,home,False,2026-01-26T13:19:00+00:00,DELIVERED
ORD-0042-0005259,CUST-0001913,837.29,COD,DELIVERED,1245,18,0,18,110111,HIGH,0.3632,jewellery,False,2026-01-26T13:26:00+00:00,DELIVERED
ORD-0042-0005260,CUST-0001351,1911.79,COD,RTO,146,8,0,4,110012,LOW,0.1251,electronics,False,2026-01-26T13:33:00+00:00,RTO
ORD-0042-0005261,CUST-0000731,1919.42,COD,DELIVERED,717,18,1,12,110207,LOW,0.1570,jewellery,False,2026-01-26T13:40:00+00:00,DELIVERED
ORD-0042-0005262,CUST-0000947,6047.80,COD,DELIVERED,262,8,0,7,110207,LOW,0.1570,jewellery,False,2026-01-26T13:47:00+00:00,DELIVERED
ORD-0042-0005263,CUST-0001616,574.11,PREPAID,DELIVERED,190,11,3,7,110122,HIGH,0.4442,electronics,False,2026-01-26T13:54:00+00:00,DELIVERED
ORD-0042-0005264,CUST-0000572,1015.80,PREPAID,DELIVERED,20,0,0,0,110074,LOW,0.0810,footwear,True,2026-01-26T14:01:00+00:00,DELIVERED
ORD-0042-0005265,CUST-0000714,1212.85,PREPAID,DELIVERED,33,0,0,0,110048,MEDIUM,0.1977,electronics,True,2026-01-26T14:08:00+00:00,DELIVERED
ORD-0042-0005266,CUST-0000035,2199.83,PREPAID,DELIVERED,521,11,0,7,110013,LOW,0.1003,home,False,2026-01-26T14:15:00+00:00,DELIVERED
ORD-0042-0005267,CUST-0000646,2283.92,COD,RTO,8,0,0,0,110077,HIGH,0.3519,apparel,True,2026-01-26T14:22:00+00:00,RTO
ORD-0042-0005268,CUST-0002382,3087.99,COD,DELIVERED,27,0,0,0,110043,LOW,0.1532,home,True,2026-01-26T14:29:00+00:00,DELIVERED
ORD-0042-0005269,CUST-0000661,4213.22,PREPAID,DELIVERED,17,0,0,0,110142,HIGH,0.3880,apparel,True,2026-01-26T14:36:00+00:00,DELIVERED
ORD-0042-0005270,CUST-0002512,1357.29,PREPAID,DELIVERED,698,10,0,6,110057,HIGH,0.3222,footwear,False,2026-01-26T14:43:00+00:00,DELIVERED
ORD-0042-0005271,CUST-0003146,1920.13,COD,RTO,34,0,0,0,110036,LOW,0.0860,footwear,True,2026-01-26T14:50:00+00:00,RTO
ORD-0042-0005272,CUST-0001117,2296.91,PREPAID,DELIVERED,382,14,0,14,110215,MEDIUM,0.2698,jewellery,False,2026-01-26T14:57:00+00:00,DELIVERED
ORD-0042-0005273,CUST-0003142,808.30,COD,DELIVERED,8,0,0,0,110234,HIGH,0.4403,beauty,True,2026-01-26T15:04:00+00:00,DELIVERED
ORD-0042-0005274,CUST-0003185,2150.79,COD,DELIVERED,1150,7,0,2,110180,MEDIUM,0.2027,apparel,False,2026-01-26T15:11:00+00:00,DELIVERED
ORD-0042-0005275,CUST-0000051,1199.52,COD,DELIVERED,9,0,0,0,110042,HIGH,0.3724,apparel,True,2026-01-26T15:18:00+00:00,DELIVERED
ORD-0042-0005276,CUST-0000172,990.22,COD,DELIVERED,1592,13,0,12,110179,LOW,0.0916,home,False,2026-01-26T15:25:00+00:00,DELIVERED
ORD-0042-0005277,CUST-0000644,2870.10,PREPAID,DELIVERED,10,0,0,0,110040,MEDIUM,0.2131,apparel,True,2026-01-26T15:32:00+00:00,DELIVERED
ORD-0042-0005278,CUST-0000208,1883.29,COD,DELIVERED,23,3,1,3,110197,LOW,0.0918,home,False,2026-01-26T15:39:00+00:00,DELIVERED
ORD-0042-0005279,CUST-0000431,3275.04,PREPAID,DELIVERED,375,11,1,11,110139,MEDIUM,0.2464,apparel,False,2026-01-26T15:46:00+00:00,DELIVERED
ORD-0042-0005280,CUST-0002769,2509.31,COD,DELIVERED,1208,7,0,5,110206,MEDIUM,0.2667,apparel,False,2026-01-26T15:53:00+00:00,DELIVERED
ORD-0042-0005281,CUST-0000817,1799.53,COD,DELIVERED,774,10,0,7,110081,LOW,0.1540,electronics,False,2026-01-26T16:00:00+00:00,DELIVERED
ORD-0042-0005282,CUST-0000617,1123.38,COD,DELIVERED,1471,19,0,16,110123,LOW,0.1116,electronics,False,2026-01-26T16:07:00+00:00,DELIVERED
ORD-0042-0005283,CUST-0000163,1651.41,COD,DELIVERED,822,14,0,12,110039,LOW,0.1542,electronics,False,2026-01-26T16:14:00+00:00,DELIVERED
ORD-0042-0005284,CUST-0002524,1009.29,PREPAID,DELIVERED,908,4,1,1,110011,MEDIUM,0.1754,beauty,False,2026-01-26T16:21:00+00:00,DELIVERED
ORD-0042-0005285,CUST-0000307,587.92,COD,DELIVERED,22,0,0,0,110003,LOW,0.0808,home,True,2026-01-26T16:28:00+00:00,DELIVERED
ORD-0042-0005286,CUST-0001335,575.25,COD,DELIVERED,1146,9,0,3,110131,MEDIUM,0.2779,electronics,False,2026-01-26T16:35:00+00:00,DELIVERED
ORD-0042-0005287,CUST-0000408,2217.68,COD,RTO,6,0,0,0,110085,MEDIUM,0.1997,home,True,2026-01-26T16:42:00+00:00,RTO
ORD-0042-0005288,CUST-0000347,2301.33,COD,DELIVERED,229,12,0,7,110050,LOW,0.0828,grocery,False,2026-01-26T16:49:00+00:00,DELIVERED
ORD-0042-0005289,CUST-0001817,718.19,COD,DELIVERED,1393,8,0,6,110078,HIGH,0.3974,beauty,False,2026-01-26T16:56:00+00:00,DELIVERED
ORD-0042-0005290,CUST-0002287,2347.12,PREPAID,DELIVERED,25,0,0,0,110190,MEDIUM,0.1877,jewellery,True,2026-01-26T17:03:00+00:00,DELIVERED
ORD-0042-0005291,CUST-0002133,1484.22,COD,DELIVERED,632,12,3,9,110153,LOW,0.1005,jewellery,False,2026-01-26T17:10:00+00:00,DELIVERED
ORD-0042-0005292,CUST-0002687,2272.00,COD,RTO,616,7,2,6,110190,MEDIUM,0.1877,jewellery,False,2026-01-26T17:17:00+00:00,RTO
ORD-0042-0005293,CUST-0000882,1055.46,COD,RTO,351,13,4,11,110223,MEDIUM,0.2135,electronics,False,2026-01-26T17:24:00+00:00,RTO
ORD-0042-0005294,CUST-0003321,1013.10,COD,RTO,12,0,0,0,110033,HIGH,0.4362,footwear,True,2026-01-26T17:31:00+00:00,RTO
ORD-0042-0005295,CUST-0002107,1203.91,COD,DELIVERED,1262,6,0,5,110176,LOW,0.1122,beauty,False,2026-01-26T17:38:00+00:00,DELIVERED
ORD-0042-0005296,CUST-0000470,933.48,COD,RTO,1530,18,0,12,110186,MEDIUM,0.1905,jewellery,False,2026-01-26T17:45:00+00:00,RTO
ORD-0042-0005297,CUST-0001352,1073.51,COD,DELIVERED,1012,10,0,9,110238,LOW,0.1057,electronics,False,2026-01-26T17:52:00+00:00,DELIVERED
ORD-0042-0005298,CUST-0000249,1513.62,COD,DELIVERED,33,0,0,0,110012,LOW,0.1251,apparel,True,2026-01-26T17:59:00+00:00,DELIVERED
ORD-0042-0005299,CUST-0000038,1133.84,COD,DELIVERED,968,17,0,17,110028,MEDIUM,0.1992,apparel,False,2026-01-26T18:06:00+00:00,DELIVERED
ORD-0042-0005300,CUST-0002344,2978.58,COD,DELIVERED,331,16,0,12,110069,HIGH,0.3623,footwear,False,2026-01-26T18:13:00+00:00,DELIVERED
ORD-0042-0005301,CUST-0003296,455.71,COD,RTO,714,14,1,10,110068,MEDIUM,0.2789,home,False,2026-01-26T18:20:00+00:00,RTO
ORD-0042-0005302,CUST-0003088,1042.57,COD,RTO,709,8,0,6,110042,HIGH,0.3724,apparel,False,2026-01-26T18:27:00+00:00,RTO
ORD-0042-0005303,CUST-0000944,1993.25,COD,DELIVERED,20,0,0,0,110096,MEDIUM,0.2829,grocery,True,2026-01-26T18:34:00+00:00,DELIVERED
ORD-0042-0005304,CUST-0002696,1227.89,COD,DELIVERED,18,0,0,0,110130,MEDIUM,0.2378,apparel,True,2026-01-26T18:41:00+00:00,DELIVERED
ORD-0042-0005305,CUST-0003092,1625.40,PREPAID,RTO,327,9,0,3,110222,LOW,0.1164,beauty,False,2026-01-26T18:48:00+00:00,RTO
ORD-0042-0005306,CUST-0000417,2170.65,COD,DELIVERED,453,13,1,12,110090,MEDIUM,0.2773,footwear,False,2026-01-26T18:55:00+00:00,DELIVERED
ORD-0042-0005307,CUST-0001625,903.52,COD,DELIVERED,7,0,0,0,110223,MEDIUM,0.2135,electronics,True,2026-01-26T19:02:00+00:00,DELIVERED
ORD-0042-0005308,CUST-0002450,942.99,COD,DELIVERED,9,0,0,0,110229,MEDIUM,0.2808,beauty,True,2026-01-26T19:09:00+00:00,DELIVERED
ORD-0042-0005309,CUST-0003253,1528.07,COD,RTO,682,10,1,10,110183,MEDIUM,0.2298,grocery,False,2026-01-26T19:16:00+00:00,RTO
ORD-0042-0005310,CUST-0001841,1475.85,PREPAID,DELIVERED,832,18,1,18,110063,MEDIUM,0.2574,electronics,False,2026-01-26T19:23:00+00:00,DELIVERED
ORD-0042-0005311,CUST-0001461,834.86,COD,RTO,184,8,0,7,110216,HIGH,0.3834,jewellery,False,2026-01-26T19:30:00+00:00,RTO
ORD-0042-0005312,CUST-0002447,971.69,COD,RTO,220,15,0,9,110187,LOW,0.1486,apparel,False,2026-01-26T19:37:00+00:00,RTO
ORD-0042-0005313,CUST-0000018,2950.37,COD,DELIVERED,374,12,0,7,110022,LOW,0.1508,apparel,False,2026-01-26T19:44:00+00:00,DELIVERED
ORD-0042-0005314,CUST-0002437,931.84,COD,RTO,752,2,1,0,110219,MEDIUM,0.2412,apparel,False,2026-01-26T19:51:00+00:00,RTO
ORD-0042-0005315,CUST-0000002,2229.56,COD,DELIVERED,1048,9,2,5,110103,HIGH,0.4287,jewellery,False,2026-01-26T19:58:00+00:00,DELIVERED
ORD-0042-0005316,CUST-0000584,3151.41,COD,RTO,158,8,2,5,110224,LOW,0.0870,apparel,False,2026-01-26T20:05:00+00:00,RTO
ORD-0042-0005317,CUST-0002294,1271.60,PREPAID,DELIVERED,11,0,0,0,110009,LOW,0.0881,grocery,True,2026-01-26T20:12:00+00:00,DELIVERED
ORD-0042-0005318,CUST-0001264,1552.71,COD,RTO,1491,11,2,6,110198,MEDIUM,0.1848,home,False,2026-01-26T20:19:00+00:00,RTO
ORD-0042-0005319,CUST-0000407,888.91,PREPAID,DELIVERED,623,20,1,15,110070,LOW,0.1179,apparel,False,2026-01-26T20:26:00+00:00,DELIVERED
ORD-0042-0005320,CUST-0001947,1580.07,PREPAID,DELIVERED,1223,19,0,17,110043,LOW,0.1532,electronics,False,2026-01-26T20:33:00+00:00,DELIVERED
ORD-0042-0005321,CUST-0000188,2329.87,COD,RTO,58,2,0,2,110163,HIGH,0.3834,electronics,False,2026-01-26T20:40:00+00:00,RTO
ORD-0042-0005322,CUST-0002643,1728.15,PREPAID,DELIVERED,14,0,0,0,110227,LOW,0.1073,apparel,True,2026-01-26T20:47:00+00:00,DELIVERED
ORD-0042-0005323,CUST-0000471,1382.01,COD,RTO,758,1,1,1,110015,LOW,0.1319,jewellery,False,2026-01-26T20:54:00+00:00,RTO
ORD-0042-0005324,CUST-0001046,1479.09,PREPAID,DELIVERED,1207,1,1,0,110177,MEDIUM,0.2900,electronics,False,2026-01-26T21:01:00+00:00,DELIVERED
ORD-0042-0005325,CUST-0002422,2310.38,COD,RTO,1287,10,3,7,110017,HIGH,0.3607,footwear,False,2026-01-26T21:08:00+00:00,RTO
ORD-0042-0005326,CUST-0001863,304.93,COD,DELIVERED,1300,13,1,11,110052,MEDIUM,0.1701,beauty,False,2026-01-26T21:15:00+00:00,DELIVERED
ORD-0042-0005327,CUST-0003188,855.62,COD,RTO,1016,12,1,10,110239,MEDIUM,0.2769,home,False,2026-01-26T21:22:00+00:00,RTO
ORD-0042-0005328,CUST-0000294,1805.65,COD,DELIVERED,1448,24,1,18,110048,MEDIUM,0.1977,jewellery,False,2026-01-26T21:29:00+00:00,DELIVERED
ORD-0042-0005329,CUST-0001059,1647.57,PREPAID,DELIVERED,205,8,0,7,110083,MEDIUM,0.1892,apparel,False,2026-01-26T21:36:00+00:00,DELIVERED
ORD-0042-0005330,CUST-0000528,1815.96,PREPAID,DELIVERED,991,23,0,18,110100,MEDIUM,0.2811,electronics,False,2026-01-26T21:43:00+00:00,DELIVERED
ORD-0042-0005331,CUST-0000469,5772.23,COD,RTO,747,13,1,8,110059,HIGH,0.4014,footwear,False,2026-01-26T21:50:00+00:00,RTO
ORD-0042-0005332,CUST-0002288,1064.05,COD,DELIVERED,1235,20,0,18,110186,MEDIUM,0.1905,grocery,False,2026-01-26T21:57:00+00:00,DELIVERED
